area_type,availability,location,society,bhk,sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,3,1410,2,3,53.58
Built-up  Area,Ready To Move,Babusapalaya,,2,1500,2,2,57
Super built-up  Area,Ready To Move,Yelenahalli,,3,1500,2,2,57
Super built-up  Area,18-Sep,Bannerghatta Road,DSnjh S,3,1655,2,2,62.89
Built-up  Area,Ready To Move,TC Palaya,,3,2000,3,1,76
Super built-up  Area,Ready To Move,5th Phase JP Nagar,,7,2500,8,3,95
Super built-up  Area,18-May,Banashankari,,4,2500,4,3,95
Built-up  Area,Ready To Move,Hosapalya,,8,2500,8,3,95
Super built-up  Area,Ready To Move,7th Phase JP Nagar,SrncyRe,2,1040,2,1,39.52
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,3,1756,3,2,66.73
Super built-up  Area,18-Oct,Bannerghatta Road,DSnjh S,3,1656,2,1,62.93
Super built-up  Area,18-Oct,Bannerghatta Road,DSnjh S,3,1556,2,1,59.13
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,3,1381,2,2,52.48
Super built-up  Area,18-Sep,Bannerghatta Road,DSnjh S,2,1246,2,2,47.35
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,2,1036,2,2,39.37
Super built-up  Area,Ready To Move,Bellandur,,2,981,2,2,37.28
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,3,1282,2,1,48.72
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,3,1282,2,1,48.72
Super built-up  Area,18-Oct,Bannerghatta Road,DSnjh S,2,1247,2,1,47.39
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,3,1484,2,2,56.4
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,2,1274,2,2,48.42
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,3,1355,2,2,51.5
Super built-up  Area,Ready To Move,Kasavanhalli,,2,1105,2,2,42
Super built-up  Area,Ready To Move,Thanisandra,SLityee,2,1039,2,2,39.5
Super built-up  Area,Ready To Move,Dodda Nekkundi,,2,1315,2,2,50
Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,NaaveEn,2,920,2,0,35
Super built-up  Area,18-Jun,Whitefield,SSdhimr,2,1235,2,2,47
Super built-up  Area,17-Apr,Electronic City,Sie 2is,3,1156,2,2,44
Super built-up  Area,Ready To Move,Tejaswini Nagar,Dhndsh ,3,1550,3,1,59
Super built-up  Area,Ready To Move,Bellandur,Grntsd ,2,1550,2,3,59
Super built-up  Area,Ready To Move,Bannerghatta Road,Leate O,3,1760,3,2,67
Super built-up  Area,Ready To Move,Electronic City,Itvir M,2,919,2,2,35
Super built-up  Area,Ready To Move,Pai Layout,,2,1050,2,2,40
Carpet  Area,Ready To Move,BCC Layout,Mae 1Ar,2,1050,2,3,40
Plot  Area,Ready To Move,Bagalakunte,,2,1050,2,0,40
Built-up  Area,Ready To Move,Ramesh Nagar,,2,4200,1,2,160
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,3,1430,2,3,54.5
Super built-up  Area,Ready To Move,Sarjapur  Road,MJinele,3,1180,2,2,45
Built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1180,2,1,45
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1075,2,1,41
Super built-up  Area,Ready To Move,BSM Extension,Raave E,2,865,2,2,33
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,,3,1310,2,3,50
Built-up  Area,Ready To Move,Harlur,SrEndPo,2,1310,2,1,50
Built-up  Area,Ready To Move,Electronic City,Saave R,2,1100,2,2,42
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,2,1100,2,2,42
Built-up  Area,Ready To Move,Hebbal,,2,1100,2,2,42
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,3,1565,2,2,59.76
Super built-up  Area,Ready To Move,Electronic City,Pa II E,3,1440,2,2,55
Plot  Area,18-Jul,Whitefield,,2,1200,2,1,45.84
Plot  Area,18-Sep,Whitefield,,2,1200,2,1,45.84
Super built-up  Area,18-Nov,Whitefield,,2,1200,2,1,45.84
Super built-up  Area,18-Aug,CV Raman Nagar,,2,1230,3,2,47
Super built-up  Area,Ready To Move,Magadi Road,Bilya A,3,1282,2,2,49
Super built-up  Area,Ready To Move,Geddalahalli,,2,850,2,1,32.5
Super built-up  Area,Ready To Move,KR Puram,,2,1020,2,2,39
Super built-up  Area,18-Mar,Bommasandra Industrial Area,,2,1020,2,1,39
Plot  Area,Ready To Move,Attibele,,3,1700,3,1,65
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,,3,1464,3,3,56
Super built-up  Area,Ready To Move,Haralur Road,NRowse ,3,1464,3,2,56
Super built-up  Area,Ready To Move,Haralur Road,NRowse ,3,1464,3,2,56
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,,3,1464,3,2,56
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,,3,1464,3,2,56
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,,2,1464,2,2,56
Super built-up  Area,Ready To Move,Haralur Road,NRowse ,3,1464,3,2,56
Super built-up  Area,Ready To Move,Hosur Road,,3,1464,3,2,56
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,,3,1464,3,2,56
Super built-up  Area,Ready To Move,Singasandra,,3,1464,3,2,56
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,,3,1464,3,2,56
Super built-up  Area,Ready To Move,Haralur Road,NRowse ,3,1464,3,2,56
Super built-up  Area,Ready To Move,Kudlu Gate,,2,1464,3,3,56
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,,3,1464,3,2,56
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,,3,1464,3,2,56
Super built-up  Area,Ready To Move,Haralur Road,NRowse ,3,1464,3,3,56
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,,3,1464,3,2,56
Super built-up  Area,Ready To Move,Haralur Road,NRowse ,2,1464,2,2,56
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,,2,1464,2,2,56
Super built-up  Area,Ready To Move,HOSUR RMAIN ROAD,,3,1464,3,2,56
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,,3,1464,3,2,56
Super built-up  Area,Ready To Move,Haralur Road,NRowse ,3,1464,3,2,56
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,,3,1464,3,2,56
Super built-up  Area,Ready To Move,Haralur Road,NRowse ,2,1464,2,2,56
Super built-up  Area,Ready To Move,Singasandra,,3,1464,3,2,56
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,,2,1464,2,2,56
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,,3,1464,3,2,56
Super built-up  Area,18-May,Malleshpalya,,2,1225,2,2,46.86
Super built-up  Area,Ready To Move,Bommanahalli,Alarke ,2,1307,2,1,50
Built-up  Area,Ready To Move,Whitefield,,3,1150,2,3,44
Built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,2,1150,2,0,44
Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,PrinePr,3,1176,2,1,45
Super built-up  Area,18-Apr,Roopena Agrahara,,3,1215,2,2,46.5
Built-up  Area,Ready To Move,Electronic City,Suashen,3,1620,3,2,62
Super built-up  Area,Ready To Move,Akshaya Vana,Rainet ,3,1280,2,2,49
Super built-up  Area,Ready To Move,Anekal,,2,888,2,1,34
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,3,1452,3,3,55.6
Built-up  Area,Ready To Move,Hulimavu,VisicCl,2,1175,2,,45
Super built-up  Area,Ready To Move,Tejaswini Nagar,Dhndsh ,3,1410,2,1,54
Super built-up  Area,Ready To Move,Tejaswini Nagar,Dhndsh ,3,1410,2,1,54
Built-up  Area,Ready To Move,Kengeri,,3,1436,2,2,55
Super built-up  Area,Ready To Move,Veerannapalya,,3,1488,3,,57
Super built-up  Area,Ready To Move,Haralur Road,,2,1200,2,2,46
Super built-up  Area,18-Nov,Ramamurthy Nagar,Vaharvi,2,1200,2,1,46
Built-up  Area,Ready To Move,Sahakara Nagar,VincyRe,2,1200,2,0,46
Super built-up  Area,Ready To Move,Malleshpalya,,2,1200,2,2,46
Super built-up  Area,Ready To Move,Thanisandra,,2,1200,2,2,46
Super built-up  Area,Ready To Move,Haralur Road,RInceeg,2,1200,2,2,46
Super built-up  Area,Ready To Move,Bommasandra,Vaodspe,3,1200,3,2,46
Super built-up  Area,Ready To Move,Yelahanka,Ulure S,2,1065,2,1,40.84
Built-up  Area,Ready To Move,Yelenahalli,,3,1600,3,3,61.37
Super built-up  Area,18-May,GM Palaya,,2,1225,2,2,47
Super built-up  Area,Ready To Move,Doctors Layout,,2,1225,2,1,47
Super built-up  Area,18-Aug,Vibhutipura Extension,,2,1225,2,2,47
Super built-up  Area,18-Aug,Udaya Nagar,,2,1225,2,2,47
Built-up  Area,Ready To Move,Singasandra,,4,3126,4,,120
Super built-up  Area,Ready To Move,Electronic City,Daives ,2,1094,2,2,42
Super built-up  Area,Ready To Move,Sonnenahalli,,2,1120,2,2,43
Super built-up  Area,Ready To Move,Ramamurthy Nagar,Cimeshw,2,1185,2,1,45.5
Built-up  Area,Ready To Move,Bannerghatta Road,Saavenc,2,1250,2,0,48
Super built-up  Area,Ready To Move,Kengeri,,3,1250,3,3,48
Built-up  Area,Ready To Move,Whitefield,Paony H,3,1770,4,1,68
Super built-up  Area,Ready To Move,Akshayanagara East,Prncyay,2,1145,2,2,44
Plot  Area,18-Dec,Whitefield,,2,1200,2,2,46.13
Plot  Area,18-Aug,Whitefield,,2,1200,2,1,46.13
Plot  Area,18-Jul,Whitefield,,2,1200,2,1,46.13
Plot  Area,18-Apr,Channasandra,,2,1200,2,1,46.13
Plot  Area,18-Sep,Whitefield,,2,1200,2,1,46.13
Plot  Area,18-Jul,Prasanth Extension,,2,1200,3,1,46.14
Super built-up  Area,Ready To Move,Electronic City,SNncypa,2,975,2,2,37.5
Super built-up  Area,Ready To Move,Hoskote,VRrtsa ,2,1170,2,3,45
Built-up  Area,Ready To Move,Dasarahalli,,2,1300,2,2,50
Super built-up  Area,Ready To Move,Battarahalli,Sancy L,2,1300,2,1,50
Super built-up  Area,Ready To Move,Kadugodi,SRldsnt,3,1430,2,0,55
Built-up  Area,Ready To Move,Hennur Road,DSeldpr,2,1297,2,1,49.9
Built-up  Area,Ready To Move,Yelenahalli,,2,1200,2,,46.17
Built-up  Area,Ready To Move,Yelenahalli,,2,1200,2,2,46.17
Super built-up  Area,Ready To Move,Byrasandra,ViisePa,3,1455,2,2,56
Super built-up  Area,Ready To Move,Hormavu,,2,965,2,2,37.15
Super built-up  Area,Ready To Move,Sarjapur  Road,Maager ,2,1000,2,1,38.5
Carpet  Area,Ready To Move,CV Raman Nagar,Mancyes,2,1000,2,1,38.5
Super built-up  Area,18-Jul,7th Phase JP Nagar,,3,2000,3,2,77
Super built-up  Area,Ready To Move,Hormavu,,2,1015,2,1,39.08
Super built-up  Area,18-May,Doctors Layout,,3,1215,2,2,46.8
Super built-up  Area,Ready To Move,Haralur Road,RInceeg,2,1194,2,2,46
Super built-up  Area,Ready To Move,Haralur Road,,2,1194,2,2,46
Super built-up  Area,Ready To Move,Haralur Road,,2,1194,2,2,46
Super built-up  Area,Ready To Move,Parappana Agrahara,,2,1194,2,2,46
Super built-up  Area,Ready To Move,Haralur Road,,2,1194,2,2,46
Super built-up  Area,Ready To Move,Haralur Road,,2,1194,2,2,46
Super built-up  Area,Ready To Move,Haralur Road,,2,1194,2,2,46
Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,2,1194,2,2,46
Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,2,1194,2,2,46
Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,2,1194,2,2,46
Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,2,1194,2,2,46
Super built-up  Area,Ready To Move,Haralur Road,,2,1194,2,2,46
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,SGandea,2,1090,2,1,42
Built-up  Area,Ready To Move,Ananth Nagar,Patri M,2,960,2,3,37
Super built-up  Area,Ready To Move,Sarjapur  Road,,2,1115,2,2,43
Super built-up  Area,Ready To Move,Hebbal,Jancyes,2,1244,3,,48
Built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1075,2,1,41.49
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1140,2,2,44
Super built-up  Area,Ready To Move,Suddaguntepalya,MSanaer,3,1425,3,2,55
Super built-up  Area,Ready To Move,Babusapalaya,,2,1450,2,1,55.99
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,3,1450,3,3,56
Super built-up  Area,Ready To Move,Nobo Nagar,Elacet ,3,1424,2,3,55
Super built-up  Area,Ready To Move,Kenchenahalli,AriosPa,2,1165,2,2,45
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,MaaveDu,2,1165,2,1,45
Super built-up  Area,18-Jun,Madiwala,,2,1165,2,2,45
Super built-up  Area,Ready To Move,Geddalahalli,,2,893,2,2,34.5
Built-up  Area,Ready To Move,KR Puram,SViseun,2,1035,2,2,40
Super built-up  Area,Ready To Move,Pai Layout,Saood S,3,1500,2,2,58
Built-up  Area,Ready To Move,Banjara Layout,,4,3750,5,3,145
Super built-up  Area,Ready To Move,Mallasandra,Shbhi S,2,905,2,1,35
Super built-up  Area,Ready To Move,Bommasandra,Niara S,2,1034,2,3,40
Super built-up  Area,Ready To Move,Akshaya Nagar,Javasi ,3,1551,2,2,60
Super built-up  Area,18-Jun,Bommasandra Industrial Area,,3,1365,3,1,52.81
Super built-up  Area,18-Jun,Bommasandra,SSestth,3,1365,3,1,52.81
Super built-up  Area,18-May,Bommasandra,SSestth,3,1365,3,1,52.82
Super built-up  Area,Ready To Move,Hormavu,,3,1550,2,2,60
Built-up  Area,Ready To Move,Doddakammanahalli,SrarkSk,3,1550,2,1,60
Built-up  Area,Ready To Move,Begur Road,Dhalsh ,2,1100,2,2,42.6
Built-up  Area,Ready To Move,Kengeri Satellite Town,MMowsik,2,1110,2,1,43
Super built-up  Area,Ready To Move,Kanakpura Road,Shine S,2,1110,2,2,43
Super built-up  Area,Ready To Move,Rachenahalli,,2,1200,2,2,46.5
Built-up  Area,18-Feb,Escorts Colony,,5,2400,5,2,93
Super built-up  Area,Ready To Move,Electronics City Phase 1,,3,1445,2,1,56
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,,3,1393,3,2,54
Super built-up  Area,Ready To Move,Bannerghatta Road,,2,1160,2,2,45
Built-up  Area,Ready To Move,Uttarahalli,Sencys ,2,1160,2,2,45
Super built-up  Area,18-Aug,LB Shastri Nagar,,2,1250,2,2,48.5
Built-up  Area,Ready To Move,HAL Layout,,3,1675,3,2,65
Super built-up  Area,Ready To Move,Kengeri Hobli,,3,1082,2,0,42
Built-up  Area,Ready To Move,Chokkasandra,Siise R,2,850,2,1,33
Super built-up  Area,Ready To Move,Ramanashree Enclave,Sumesa ,2,1275,2,2,49.5
Super built-up  Area,18-May,Bommasandra,SSestth,3,1295,2,1,50.28
Built-up  Area,Ready To Move,Chikka Tirupathi,Theanmp,4,2704,5,0,105
Super built-up  Area,Ready To Move,Chandapura,,3,1107,2,1,43
Super built-up  Area,Ready To Move,Yelahanka,Ulure S,2,1065,2,1,41.38
Built-up  Area,Ready To Move,Whitefield,Sancya ,2,1225,2,2,47.6
Super built-up  Area,Ready To Move,Murugeshpalya,,3,1930,3,3,75
Super built-up  Area,Ready To Move,Pragathi Nagar,Metrais,2,1280,2,1,49.75
Super built-up  Area,Ready To Move,Sonnenahalli,DSgam S,3,1415,2,1,55
Super built-up  Area,Ready To Move,Doddathoguru,Prora F,3,1595,3,3,62
Super built-up  Area,Ready To Move,Uttarahalli,Gaent R,2,900,2,2,35
Built-up  Area,Ready To Move,Canara Bank Colony,Apvas N,2,900,2,3,35
Super built-up  Area,Ready To Move,Chandapura,,2,900,2,3,35
Super built-up  Area,Ready To Move,Kodichikkanahalli,,2,900,2,1,35
Super built-up  Area,Ready To Move,Akshaya Vana,Rainet ,3,1260,2,1,49
Super built-up  Area,18-Feb,Whitefield,,3,1800,2,2,70
Super built-up  Area,Ready To Move,Gunjur,Paestol,3,1800,3,1,70
Plot  Area,Ready To Move,Laggere,,5,1800,5,0,70
Super built-up  Area,18-Feb,Whitefield,,3,1800,2,2,70
Super built-up  Area,Ready To Move,Green Garden Layout,Mas 2 H,3,1800,3,2,70
Super built-up  Area,Ready To Move,Gollahalli,MJlese ,2,1170,2,1,45.51
Super built-up  Area,20-Dec,Varthur,Myple M,2,1045,2,1,40.65
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,3,1452,3,3,56.5
Super built-up  Area,Ready To Move,Hormavu,,2,1141,2,1,44.4
Built-up  Area,Ready To Move,Horamavu Agara,Maows M,2,1106,2,1,43.09
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1540,3,3,60
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1540,3,3,60
Built-up  Area,Ready To Move,Horamavu Agara,,2,980,2,1,38.19
Super built-up  Area,18-Aug,Channasandra,,3,1330,2,2,51.83
Built-up  Area,Ready To Move,HSR Layout,B ncysi,3,1360,2,1,53
Super built-up  Area,Ready To Move,Hormavu,,2,1129,2,1,44
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1180,2,1,46
Built-up  Area,Ready To Move,Glass Factory Layout,VMlet C,3,1539,3,2,60
Super built-up  Area,Ready To Move,Hennur,Adity T,2,1231,2,2,48
Super built-up  Area,Ready To Move,Alfa Garden Layout,,2,1190,2,2,46.41
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,2,1200,2,2,46.8
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,3,1410,2,3,54.99
Super built-up  Area,Ready To Move,Shikaripalya,ALtonea,2,1121,2,1,43.72
Super built-up  Area,Ready To Move,Hennur,MDncyhi,2,1041,2,2,40.6
Super built-up  Area,18-Dec,Seegehalli,,2,901,2,1,35.14
Super built-up  Area,Ready To Move,Shikaripalya,ALtonea,3,1532,3,2,59.75
Super built-up  Area,Ready To Move,Shikaripalya,ALtonea,3,1442,3,2,56.24
Super built-up  Area,Ready To Move,Sarjapur  Road,MJinele,3,1173,2,2,45.75
Super built-up  Area,Ready To Move,Volagerekallahalli,PSterAs,2,1205,2,1,47
Super built-up  Area,Ready To Move,Shikaripalya,ALtonea,2,1025,2,1,39.98
Super built-up  Area,Ready To Move,Hosa Road,,2,1243,2,2,48.5
Super built-up  Area,Ready To Move,Chikkalasandra,,2,1230,2,2,48
Carpet  Area,Ready To Move,Muneshwara Nagar,,2,1230,2,3,48
Built-up  Area,Ready To Move,Narayanapura,Shsom B,2,1153,2,2,45
Super built-up  Area,Ready To Move,Chandapura,Siissi ,2,922,2,1,36
Built-up  Area,Ready To Move,KR Layout,,1,1050,2,2,41
Super built-up  Area,18-Aug,Channasandra,,2,1050,2,2,41
Built-up  Area,Ready To Move,Subramanyapura,Srnumum,2,1050,2,3,41
Built-up  Area,Ready To Move,Bisuvanahalli,Prityel,2,845,2,1,33
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,2,845,2,1,33
Super built-up  Area,18-May,Bommasandra,SSestth,3,1280,3,1,50
Built-up  Area,Ready To Move,Jigani,,3,1408,2,0,55
Super built-up  Area,Ready To Move,Begur,Prntsrt,4,1664,4,3,65
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1075,2,1,42
Super built-up  Area,Ready To Move,Yelahanka,,3,1075,2,1,42
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1075,2,1,42
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Dehts H,3,1510,2,3,59
Super built-up  Area,18-Jul,CV Raman Nagar,,2,1225,2,2,47.88
Super built-up  Area,Ready To Move,Bannerghatta Road,Guranya,3,1535,3,3,60
Super built-up  Area,Ready To Move,KR Puram,HovasTe,2,1100,2,2,43
Super built-up  Area,Ready To Move,Doctors Layout,,2,1125,2,1,44
Super built-up  Area,18-Aug,6th Phase JP Nagar,,3,1250,3,3,48.9
Built-up  Area,Ready To Move,KR Puram,Hivesdr,2,1035,2,1,40.5
Super built-up  Area,Ready To Move,Padmanabhanagar,Saalpas,2,1150,2,2,45
Built-up  Area,Ready To Move,Kaggadasapura,Mancya ,2,1150,2,2,45
Super built-up  Area,Ready To Move,Anekal,,3,1150,3,2,45
Super built-up  Area,Ready To Move,Subash Nagar,,2,1150,2,2,45
Super built-up  Area,Ready To Move,Chandapura,,3,971,2,2,38
Built-up  Area,Ready To Move,Vasanthapura,,2,1022,2,2,40
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,3,1430,2,2,56
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,3,1430,2,2,56
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,3,1430,2,3,56
Super built-up  Area,Ready To Move,KR Puram,,2,1200,2,3,47
Super built-up  Area,Ready To Move,LB Shastri Nagar,MancyRe,2,1200,2,1,47
Super built-up  Area,Ready To Move,Thubarahalli,,2,1200,2,2,47
Built-up  Area,Ready To Move,Magadi Road,,6,3600,6,0,141
Super built-up  Area,18-Jun,Bommasandra,SSestth,3,1260,3,1,49.36
Super built-up  Area,18-May,Bommasandra,SSestth,3,1260,3,1,49.36
Super built-up  Area,Ready To Move,Whitefield,BMttaor,3,1608,2,3,63
Super built-up  Area,18-Aug,Murugeshpalya,,2,1225,2,2,48
Super built-up  Area,18-Apr,CV Raman Nagar,,2,1225,2,2,48
Super built-up  Area,18-Aug,Mahadevpura,,2,1225,2,2,48
Super built-up  Area,18-Aug,Kaggadasapura,,2,1225,2,2,48
Super built-up  Area,18-Aug,Jeevan bima nagar,,2,1225,2,2,48
Super built-up  Area,18-Aug,Chinnapanahalli,,2,1225,2,2,48
Built-up  Area,Ready To Move,Kaggadasapura,VSomepi,2,1225,2,2,48
Built-up  Area,Ready To Move,Uttarahalli,,3,1480,2,1,58
Super built-up  Area,Ready To Move,Sarjapur  Road,Arldsyo,3,1403,3,1,55
Built-up  Area,Ready To Move,Chinnapanahalli,Mae 2ow,2,1020,2,2,40
Super built-up  Area,Ready To Move,Jigani,i1odsne,2,1020,2,1,40
Built-up  Area,Ready To Move,Sarjapur  Road,Nauha G,3,1530,2,2,60
Super built-up  Area,Ready To Move,Hormavu,,1,1351,2,1,53
Super built-up  Area,18-May,Dwaraka Nagar,,3,1300,2,1,51
Super built-up  Area,Ready To Move,KR Puram,SViseun,2,1096,2,1,43
Super built-up  Area,Ready To Move,R.T. Nagar,,2,1325,2,2,52
Built-up  Area,Ready To Move,Chikkasandra,,2,1070,2,2,42
Super built-up  Area,18-Aug,7th Phase JP Nagar,,2,1070,2,2,42
Carpet  Area,Ready To Move,Uttarahalli,Vancya ,3,1350,2,2,53
Super built-up  Area,Ready To Move,Kalena Agrahara,NDfelip,2,1222,2,3,48
Super built-up  Area,Ready To Move,Whitefield,Sancya ,2,1260,2,2,49.5
Super built-up  Area,Ready To Move,Yelachenahalli,,3,1400,2,3,55
Super built-up  Area,Ready To Move,Subramanyapura,,3,1400,2,1,55
Built-up  Area,Ready To Move,Sarjapur  Road,Viissmi,3,1400,3,2,55
Super built-up  Area,Ready To Move,Arehalli,,3,1400,2,2,55
Built-up  Area,Ready To Move,KR Puram,,7,2800,6,1,110
Super built-up  Area,Ready To Move,Horamavu Banaswadi,,2,1272,2,2,50
Super built-up  Area,Ready To Move,Thanisandra,TNrdet ,2,1450,2,1,57
Super built-up  Area,Ready To Move,Begur Road,Visic C,2,1170,2,2,46
Built-up  Area,Ready To Move,Ardendale,Miwel M,2,1100,2,1,43.25
Super built-up  Area,Ready To Move,Hosa Road,SSaleRo,2,1016,2,1,39.95
Super built-up  Area,Ready To Move,Kengeri Satellite Town,HoiewLa,2,890,2,1,35
Super built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,3,1525,2,2,60
Super built-up  Area,Ready To Move,Haralur Road,,2,1194,2,2,47
Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,2,1194,2,2,47
Super built-up  Area,Ready To Move,Haralur Road,,2,1194,2,2,47
Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,2,1194,2,2,47
Super built-up  Area,Ready To Move,Haralur Road,,2,1194,2,2,47
Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,2,1194,2,2,47
Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,2,1194,2,2,47
Super built-up  Area,Ready To Move,Haralur Road,,2,1194,2,2,47
Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,2,1194,2,2,47
Super built-up  Area,Ready To Move,Haralur Road,,2,1194,2,2,47
Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,2,1194,2,2,47
Super built-up  Area,18-May,Haralur Road,,2,1194,2,2,47
Super built-up  Area,Ready To Move,Haralur Road,,2,1194,2,2,47
Super built-up  Area,Ready To Move,Haralur Road,,2,1194,2,2,47
Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,2,1194,2,2,47
Super built-up  Area,Ready To Move,Hosa Road,,2,1016,2,2,40
Built-up  Area,Ready To Move,Uttarahalli,,2,1143,2,2,45
Super built-up  Area,Ready To Move,Adarsh Nagar,Bhncyis,2,1270,2,1,50
Super built-up  Area,18-May,Bommasandra Industrial Area,,3,1280,3,1,50.4
Super built-up  Area,Ready To Move,Sahakara Nagar,KVersuj,2,1219,2,2,48
Super built-up  Area,Ready To Move,Parappana Agrahara,,2,1092,2,2,43
Super built-up  Area,Ready To Move,Kodigehaali,,2,965,2,1,38
Super built-up  Area,Ready To Move,Abbigere,SLtias ,2,1005,2,1,39.59
